date,hour,rentals
7/1/2011,3,11
7/1/2011,4,6
7/1/2011,5,30
7/1/2011,6,108
7/1/2011,7,243
7/1/2011,8,492
7/1/2011,9,260
7/1/2011,10,170
7/1/2011,11,214
7/1/2011,12,263
7/1/2011,13,292
7/1/2011,14,303
7/1/2011,15,381
7/1/2011,16,427
7/1/2011,17,461
7/1/2011,18,422
7/1/2011,19,318
7/1/2011,20,269
7/1/2011,21,218
7/1/2011,22,222
7/1/2011,23,140
7/2/2011,0,115
7/2/2011,1,78
7/2/2011,2,52
7/2/2011,3,26
7/2/2011,4,11
7/2/2011,5,14
7/2/2011,6,32
7/2/2011,7,45
7/2/2011,8,132
7/2/2011,9,179
7/2/2011,10,271
7/2/2011,11,357
7/2/2011,12,374
7/2/2011,13,404
7/2/2011,14,392
7/2/2011,15,331
7/2/2011,16,398
7/2/2011,17,349
7/2/2011,18,383
7/2/2011,19,305
7/2/2011,20,284
7/2/2011,21,232
7/2/2011,22,201
7/2/2011,23,154
7/3/2011,0,144
7/3/2011,1,78
7/3/2011,2,69
7/3/2011,3,33
7/3/2011,4,5
7/3/2011,5,1
7/3/2011,6,3
7/3/2011,7,25
7/3/2011,8,92
7/3/2011,9,181
7/3/2011,10,264
7/3/2011,11,390
7/3/2011,12,404
7/3/2011,13,421
7/3/2011,14,375
7/3/2011,15,376
7/3/2011,16,414
7/3/2011,17,358
7/3/2011,18,181
7/3/2011,19,183
7/3/2011,20,176
7/3/2011,21,167
7/3/2011,22,162
7/3/2011,23,147
7/4/2011,0,140
7/4/2011,1,119
7/4/2011,2,63
7/4/2011,3,26
7/4/2011,4,12
7/4/2011,5,4
7/4/2011,6,16
7/4/2011,7,36
7/4/2011,8,86
7/4/2011,9,238
7/4/2011,10,280
7/4/2011,11,349
7/4/2011,12,447
7/4/2011,13,423
7/4/2011,14,408
7/4/2011,15,408
7/4/2011,16,452
7/4/2011,17,436
7/4/2011,18,418
7/4/2011,19,375
7/4/2011,20,386
7/4/2011,21,457
7/4/2011,22,326
7/4/2011,23,138
7/5/2011,0,55
7/5/2011,1,39
7/5/2011,2,13
7/5/2011,3,8
7/5/2011,4,5
7/5/2011,5,20
7/5/2011,6,94
7/5/2011,7,270
7/5/2011,8,432
7/5/2011,9,227
7/5/2011,10,139
7/5/2011,11,172
7/5/2011,12,201
7/5/2011,13,203
7/5/2011,14,178
7/5/2011,15,162
7/5/2011,16,281
7/5/2011,17,545
7/5/2011,18,496
7/5/2011,19,368
7/5/2011,20,284
7/5/2011,21,245
7/5/2011,22,155
7/5/2011,23,73
7/6/2011,0,37
7/6/2011,1,15
7/6/2011,2,5
7/6/2011,3,6
7/6/2011,4,6
7/6/2011,5,35
7/6/2011,6,121
7/6/2011,7,312
7/6/2011,8,428
7/6/2011,9,189
7/6/2011,10,43
7/6/2011,11,127
7/6/2011,12,152
7/6/2011,13,140
7/6/2011,14,163
7/6/2011,15,185
7/6/2011,16,275
7/6/2011,17,596
7/6/2011,18,563
7/6/2011,19,394
7/6/2011,20,312
7/6/2011,21,241
7/6/2011,22,186
7/6/2011,23,98
7/7/2011,0,35
7/7/2011,1,16
7/7/2011,2,8
7/7/2011,3,4
7/7/2011,4,4
7/7/2011,5,32
7/7/2011,6,118
7/7/2011,7,292
7/7/2011,8,443
7/7/2011,9,179
7/7/2011,10,101
7/7/2011,11,142
7/7/2011,12,171
7/7/2011,13,155
7/7/2011,14,160
7/7/2011,15,166
7/7/2011,16,265
7/7/2011,17,569
7/7/2011,18,562
7/7/2011,19,365
7/7/2011,20,285
7/7/2011,21,209
7/7/2011,22,182
7/7/2011,23,129
7/8/2011,0,47
7/8/2011,1,34
7/8/2011,2,22
7/8/2011,3,6
7/8/2011,4,11
7/8/2011,5,27
7/8/2011,6,102
7/8/2011,7,332
7/8/2011,8,457
7/8/2011,9,241
7/8/2011,10,138
7/8/2011,11,165
7/8/2011,12,213
7/8/2011,13,229
7/8/2011,14,216
7/8/2011,15,141
7/8/2011,16,132
7/8/2011,17,167
7/8/2011,18,316
7/8/2011,19,270
7/8/2011,20,250
7/8/2011,21,204
7/8/2011,22,169
7/8/2011,23,151
7/9/2011,0,121
7/9/2011,1,53
7/9/2011,2,55
7/9/2011,3,30
7/9/2011,4,6
7/9/2011,5,15
7/9/2011,6,38
7/9/2011,7,71
7/9/2011,8,182
7/9/2011,9,247
7/9/2011,10,264
7/9/2011,11,290
7/9/2011,12,366
7/9/2011,13,416
7/9/2011,14,373
7/9/2011,15,402
7/9/2011,16,416
7/9/2011,17,401
7/9/2011,18,378
7/9/2011,19,306
7/9/2011,20,314
7/9/2011,21,238
7/9/2011,22,214
7/9/2011,23,140
7/10/2011,0,154
7/10/2011,1,113
7/10/2011,2,96
7/10/2011,3,25
7/10/2011,4,5
7/10/2011,5,17
7/10/2011,6,25
7/10/2011,7,65
7/10/2011,8,92
7/10/2011,9,169
7/10/2011,10,268
7/10/2011,11,287
7/10/2011,12,377
7/10/2011,13,367
7/10/2011,14,349
7/10/2011,15,361
7/10/2011,16,372
7/10/2011,17,363
7/10/2011,18,363
7/10/2011,19,303
7/10/2011,20,268
7/10/2011,21,227
7/10/2011,22,143
7/10/2011,23,72
7/11/2011,0,35
7/11/2011,1,10
7/11/2011,2,12
7/11/2011,3,10
7/11/2011,4,4
7/11/2011,5,26
7/11/2011,6,121
7/11/2011,7,317
7/11/2011,8,420
7/11/2011,9,208
7/11/2011,10,117
7/11/2011,11,128
7/11/2011,12,148
7/11/2011,13,141
7/11/2011,14,134
7/11/2011,15,146
7/11/2011,16,239
7/11/2011,17,514
7/11/2011,18,472
7/11/2011,19,373
7/11/2011,20,236
7/11/2011,21,130
7/11/2011,22,90
7/11/2011,23,55
7/12/2011,0,22
7/12/2011,1,14
7/12/2011,2,9
7/12/2011,3,8
7/12/2011,4,6
7/12/2011,5,25
7/12/2011,6,115
7/12/2011,7,330
7/12/2011,8,417
7/12/2011,9,176
7/12/2011,10,123
7/12/2011,11,125
7/12/2011,12,163
7/12/2011,13,136
7/12/2011,14,124
7/12/2011,15,148
7/12/2011,16,202
7/12/2011,17,428
7/12/2011,18,511
7/12/2011,19,337
7/12/2011,20,308
7/12/2011,21,258
7/12/2011,22,194
7/12/2011,23,79
7/13/2011,0,46
7/13/2011,1,12
7/13/2011,2,5
7/13/2011,3,4
7/13/2011,4,5
7/13/2011,5,26
7/13/2011,6,121
7/13/2011,7,313
7/13/2011,8,449
7/13/2011,9,186
7/13/2011,10,113
7/13/2011,11,165
7/13/2011,12,174
7/13/2011,13,158
7/13/2011,14,116
7/13/2011,15,46
7/13/2011,16,141
7/13/2011,17,488
7/13/2011,18,463
7/13/2011,19,419
7/13/2011,20,342
7/13/2011,21,250
7/13/2011,22,184
7/13/2011,23,116
7/14/2011,0,46
7/14/2011,1,25
7/14/2011,2,10
7/14/2011,3,6
7/14/2011,4,6
7/14/2011,5,28
7/14/2011,6,130
7/14/2011,7,334
7/14/2011,8,486
7/14/2011,9,224
7/14/2011,10,127
7/14/2011,11,148
7/14/2011,12,223
7/14/2011,13,177
7/14/2011,14,178
7/14/2011,15,180
7/14/2011,16,274
7/14/2011,17,595
7/14/2011,18,578
7/14/2011,19,400
7/14/2011,20,348
7/14/2011,21,261
7/14/2011,22,176
7/14/2011,23,124
7/15/2011,0,80
7/15/2011,1,20
7/15/2011,2,38
7/15/2011,3,7
7/15/2011,4,10
7/15/2011,5,23
7/15/2011,6,120
7/15/2011,7,274
7/15/2011,8,564
7/15/2011,9,207
7/15/2011,10,166
7/15/2011,11,210
7/15/2011,12,238
7/15/2011,13,247
7/15/2011,14,265
7/15/2011,15,237
7/15/2011,16,361
7/15/2011,17,587
7/15/2011,18,496
7/15/2011,19,394
7/15/2011,20,343
7/15/2011,21,261
7/15/2011,22,223
7/15/2011,23,167
7/16/2011,0,110
7/16/2011,1,75
7/16/2011,2,58
7/16/2011,3,26
7/16/2011,4,16
7/16/2011,5,10
7/16/2011,6,37
7/16/2011,7,52
7/16/2011,8,127
7/16/2011,9,222
7/16/2011,10,322
7/16/2011,11,396
7/16/2011,12,463
7/16/2011,13,497
7/16/2011,14,433
7/16/2011,15,428
7/16/2011,16,425
7/16/2011,17,475
7/16/2011,18,428
7/16/2011,19,406
7/16/2011,20,296
7/16/2011,21,252
7/16/2011,22,201
7/16/2011,23,168
7/17/2011,0,125
7/17/2011,1,102
7/17/2011,2,94
7/17/2011,3,47
7/17/2011,4,10
7/17/2011,5,12
7/17/2011,6,21
7/17/2011,7,50
7/17/2011,8,118
7/17/2011,9,184
7/17/2011,10,304
7/17/2011,11,391
7/17/2011,12,420
7/17/2011,13,472
7/17/2011,14,430
7/17/2011,15,324
7/17/2011,16,317
7/17/2011,17,369
7/17/2011,18,390
7/17/2011,19,379
7/17/2011,20,262
7/17/2011,21,207
7/17/2011,22,181
7/17/2011,23,93
7/18/2011,0,51
7/18/2011,1,25
7/18/2011,2,10
7/18/2011,3,7
7/18/2011,4,4
7/18/2011,5,17
7/18/2011,6,105
7/18/2011,7,277
7/18/2011,8,347
7/18/2011,9,203
7/18/2011,10,130
7/18/2011,11,141
7/18/2011,12,165
7/18/2011,13,152
7/18/2011,14,138
7/18/2011,15,164
7/18/2011,16,265
7/18/2011,17,545
7/18/2011,18,558
7/18/2011,19,398
7/18/2011,20,323
7/18/2011,21,202
7/18/2011,22,140
7/18/2011,23,91
7/19/2011,0,51
7/19/2011,1,13
7/19/2011,2,13
7/19/2011,3,3
7/19/2011,4,5
7/19/2011,5,19
7/19/2011,6,134
7/19/2011,7,315
7/19/2011,8,412
7/19/2011,9,199
7/19/2011,10,141
7/19/2011,11,127
7/19/2011,12,153
7/19/2011,13,172
7/19/2011,14,152
7/19/2011,15,158
7/19/2011,16,277
7/19/2011,17,513
7/19/2011,18,530
7/19/2011,19,388
7/19/2011,20,277
7/19/2011,21,241
7/19/2011,22,156
7/19/2011,23,92
7/20/2011,0,40
7/20/2011,1,11
7/20/2011,2,9
7/20/2011,3,6
7/20/2011,4,4
7/20/2011,5,23
7/20/2011,6,116
7/20/2011,7,303
7/20/2011,8,438
7/20/2011,9,209
7/20/2011,10,110
7/20/2011,11,142
7/20/2011,12,149
7/20/2011,13,120
7/20/2011,14,127
7/20/2011,15,138
7/20/2011,16,234
7/20/2011,17,455
7/20/2011,18,497
7/20/2011,19,382
7/20/2011,20,309
7/20/2011,21,242
7/20/2011,22,169
7/20/2011,23,99
7/21/2011,0,42
7/21/2011,1,21
7/21/2011,2,6
7/21/2011,3,6
7/21/2011,4,4
7/21/2011,5,18
7/21/2011,6,117
7/21/2011,7,274
7/21/2011,8,381
7/21/2011,9,200
7/21/2011,10,78
7/21/2011,11,106
7/21/2011,12,135
7/21/2011,13,102
7/21/2011,14,147
7/21/2011,15,133
7/21/2011,16,210
7/21/2011,17,414
7/21/2011,18,382
7/21/2011,19,284
7/21/2011,20,237
7/21/2011,21,225
7/21/2011,22,149
7/21/2011,23,113
7/22/2011,0,60
7/22/2011,1,24
7/22/2011,2,14
7/22/2011,3,7
7/22/2011,4,13
7/22/2011,5,19
7/22/2011,6,96
7/22/2011,7,252
7/22/2011,8,322
7/22/2011,9,208
7/22/2011,10,115
7/22/2011,11,109
7/22/2011,12,115
7/22/2011,13,123
7/22/2011,14,101
7/22/2011,15,133
7/22/2011,16,182
7/22/2011,17,306
7/22/2011,18,284
7/22/2011,19,250
7/22/2011,20,212
7/22/2011,21,190
7/22/2011,22,149
7/22/2011,23,103
7/23/2011,0,101
7/23/2011,1,70
7/23/2011,2,61
7/23/2011,3,22
7/23/2011,4,9
7/23/2011,5,7
7/23/2011,6,25
7/23/2011,7,45
7/23/2011,8,109
7/23/2011,9,132
7/23/2011,10,198
7/23/2011,11,216
7/23/2011,12,235
7/23/2011,13,245
7/23/2011,14,236
7/23/2011,15,215
7/23/2011,16,221
7/23/2011,17,197
7/23/2011,18,196
7/23/2011,19,217
7/23/2011,20,145
7/23/2011,21,154
7/23/2011,22,125
7/23/2011,23,104
7/24/2011,0,119
7/24/2011,1,96
7/24/2011,2,60
7/24/2011,3,37
7/24/2011,4,6
7/24/2011,5,8
7/24/2011,6,22
7/24/2011,7,35
7/24/2011,8,104
7/24/2011,9,154
7/24/2011,10,226
7/24/2011,11,243
7/24/2011,12,246
7/24/2011,13,252
7/24/2011,14,283
7/24/2011,15,238
7/24/2011,16,249
7/24/2011,17,249
7/24/2011,18,243
7/24/2011,19,240
7/24/2011,20,195
7/24/2011,21,153
7/24/2011,22,98
7/24/2011,23,50
7/25/2011,0,34
7/25/2011,1,12
7/25/2011,2,6
7/25/2011,3,4
7/25/2011,4,6
7/25/2011,5,24
7/25/2011,6,107
7/25/2011,7,277
7/25/2011,8,387
7/25/2011,9,135
7/25/2011,10,84
7/25/2011,11,107
7/25/2011,12,67
7/25/2011,13,78
7/25/2011,14,90
7/25/2011,15,112
7/25/2011,16,198
7/25/2011,17,485
7/25/2011,18,533
7/25/2011,19,386
7/25/2011,20,302
7/25/2011,21,194
7/25/2011,22,125
7/25/2011,23,87
7/26/2011,0,28
7/26/2011,1,12
7/26/2011,2,7
7/26/2011,3,4
7/26/2011,4,6
7/26/2011,5,27
7/26/2011,6,110
7/26/2011,7,318
7/26/2011,8,424
7/26/2011,9,187
7/26/2011,10,138
7/26/2011,11,151
7/26/2011,12,147
7/26/2011,13,182
7/26/2011,14,147
7/26/2011,15,163
7/26/2011,16,254
7/26/2011,17,537
7/26/2011,18,546
7/26/2011,19,398
7/26/2011,20,290
7/26/2011,21,267
7/26/2011,22,158
7/26/2011,23,89
7/27/2011,0,45
7/27/2011,1,10
7/27/2011,2,6
7/27/2011,3,4
7/27/2011,4,4
7/27/2011,5,18
7/27/2011,6,123
7/27/2011,7,347
7/27/2011,8,433
7/27/2011,9,216
7/27/2011,10,114
7/27/2011,11,136
7/27/2011,12,169
7/27/2011,13,180
7/27/2011,14,127
7/27/2011,15,140
7/27/2011,16,268
7/27/2011,17,572
7/27/2011,18,541
7/27/2011,19,375
7/27/2011,20,294
7/27/2011,21,245
7/27/2011,22,180
7/27/2011,23,109
7/28/2011,0,45
7/28/2011,1,29
7/28/2011,2,7
7/28/2011,3,5
7/28/2011,4,6
7/28/2011,5,27
7/28/2011,6,116
7/28/2011,7,305
7/28/2011,8,456
7/28/2011,9,210
7/28/2011,10,116
7/28/2011,11,154
7/28/2011,12,186
7/28/2011,13,152
7/28/2011,14,138
7/28/2011,15,146
7/28/2011,16,256
7/28/2011,17,468
7/28/2011,18,483
7/28/2011,19,322
7/28/2011,20,270
7/28/2011,21,196
7/28/2011,22,174
7/28/2011,23,123
7/29/2011,0,57
7/29/2011,1,34
7/29/2011,2,13
7/29/2011,3,11
7/29/2011,4,6
7/29/2011,5,27
7/29/2011,6,90
7/29/2011,7,254
7/29/2011,8,384
7/29/2011,9,179
7/29/2011,10,106
7/29/2011,11,161
7/29/2011,12,135
7/29/2011,13,156
7/29/2011,14,148
7/29/2011,15,169
7/29/2011,16,233
7/29/2011,17,421
7/29/2011,18,362
7/29/2011,19,241
7/29/2011,20,206
7/29/2011,21,163
7/29/2011,22,174
7/29/2011,23,116
7/30/2011,0,133
7/30/2011,1,90
7/30/2011,2,42
7/30/2011,3,43
7/30/2011,4,10
7/30/2011,5,13
7/30/2011,6,24
7/30/2011,7,42
7/30/2011,8,114
7/30/2011,9,174
7/30/2011,10,261
7/30/2011,11,317
7/30/2011,12,341
7/30/2011,13,308
7/30/2011,14,305
7/30/2011,15,302
7/30/2011,16,302
7/30/2011,17,302
7/30/2011,18,299
7/30/2011,19,256
7/30/2011,20,206
7/30/2011,21,205
7/30/2011,22,209
7/30/2011,23,177
7/31/2011,0,113
7/31/2011,1,79
7/31/2011,2,67
7/31/2011,3,50
7/31/2011,4,13
7/31/2011,5,8
7/31/2011,6,13
7/31/2011,7,45
7/31/2011,8,142
7/31/2011,9,183
7/31/2011,10,254
7/31/2011,11,275
7/31/2011,12,338
7/31/2011,13,294
7/31/2011,14,326
7/31/2011,15,293
7/31/2011,16,306
7/31/2011,17,320
7/31/2011,18,304
7/31/2011,19,274
7/31/2011,20,275
7/31/2011,21,164
7/31/2011,22,96
7/31/2011,23,70
8/1/2011,0,29
8/1/2011,1,17
8/1/2011,2,11
8/1/2011,3,4
8/1/2011,4,4
8/1/2011,5,26
8/1/2011,6,100
8/1/2011,7,282
8/1/2011,8,382
8/1/2011,9,166
8/1/2011,10,97
8/1/2011,11,119
8/1/2011,12,168
8/1/2011,13,150
8/1/2011,14,123
8/1/2011,15,129
8/1/2011,16,231
8/1/2011,17,514
8/1/2011,18,543
8/1/2011,19,413
8/1/2011,20,305
8/1/2011,21,220
8/1/2011,22,137
8/1/2011,23,96
8/2/2011,0,29
8/2/2011,1,12
8/2/2011,2,8
8/2/2011,3,5
8/2/2011,4,10
8/2/2011,5,21
8/2/2011,6,117
8/2/2011,7,335
8/2/2011,8,435
8/2/2011,9,213
8/2/2011,10,140
8/2/2011,11,128
8/2/2011,12,157
8/2/2011,13,203
8/2/2011,14,159
8/2/2011,15,168
8/2/2011,16,274
8/2/2011,17,556
8/2/2011,18,556
8/2/2011,19,454
8/2/2011,20,288
8/2/2011,21,254
8/2/2011,22,191
8/2/2011,23,132
8/3/2011,0,43
8/3/2011,1,16
8/3/2011,2,11
8/3/2011,3,4
8/3/2011,4,7
8/3/2011,5,24
8/3/2011,6,110
8/3/2011,7,271
8/3/2011,8,437
8/3/2011,9,195
8/3/2011,10,68
8/3/2011,11,122
8/3/2011,12,161
8/3/2011,13,144
8/3/2011,14,147
8/3/2011,15,118
8/3/2011,16,150
8/3/2011,17,425
8/3/2011,18,492
8/3/2011,19,321
8/3/2011,20,87
8/3/2011,21,88
8/3/2011,22,77
8/3/2011,23,56
8/4/2011,0,17
8/4/2011,1,17
8/4/2011,2,7
8/4/2011,3,3
8/4/2011,4,7
8/4/2011,5,20
8/4/2011,6,97
8/4/2011,7,282
8/4/2011,8,398
8/4/2011,9,187
8/4/2011,10,113
8/4/2011,11,149
8/4/2011,12,205
8/4/2011,13,205
8/4/2011,14,167
8/4/2011,15,165
8/4/2011,16,290
8/4/2011,17,555
8/4/2011,18,523
8/4/2011,19,366
8/4/2011,20,286
8/4/2011,21,211
8/4/2011,22,174
8/4/2011,23,132
8/5/2011,0,54
8/5/2011,1,19
8/5/2011,2,19
8/5/2011,3,6
8/5/2011,4,7
8/5/2011,5,16
8/5/2011,6,101
8/5/2011,7,270
8/5/2011,8,454
8/5/2011,9,226
8/5/2011,10,163
8/5/2011,11,147
8/5/2011,12,216
8/5/2011,13,204
8/5/2011,14,245
8/5/2011,15,210
8/5/2011,16,330
8/5/2011,17,550
8/5/2011,18,466
8/5/2011,19,372
8/5/2011,20,291
8/5/2011,21,173
8/5/2011,22,188
8/5/2011,23,139
8/6/2011,0,133
8/6/2011,1,67
8/6/2011,2,53
8/6/2011,3,42
8/6/2011,4,10
8/6/2011,5,6
8/6/2011,6,27
8/6/2011,7,63
8/6/2011,8,121
8/6/2011,9,215
8/6/2011,10,290
8/6/2011,11,349
8/6/2011,12,382
8/6/2011,13,441
8/6/2011,14,380
8/6/2011,15,362
8/6/2011,16,343
8/6/2011,17,149
8/6/2011,18,211
8/6/2011,19,171
8/6/2011,20,137
8/6/2011,21,114
8/6/2011,22,120
8/6/2011,23,108
8/7/2011,0,80
8/7/2011,1,73
8/7/2011,2,66
8/7/2011,3,32
8/7/2011,4,6
8/7/2011,5,5
8/7/2011,6,13
8/7/2011,7,39
8/7/2011,8,89
8/7/2011,9,184
8/7/2011,10,266
8/7/2011,11,269
8/7/2011,12,370
8/7/2011,13,324
8/7/2011,14,322
8/7/2011,15,326
8/7/2011,16,193
8/7/2011,17,194
8/7/2011,18,229
8/7/2011,19,228
8/7/2011,20,183
8/7/2011,21,136
8/7/2011,22,103
8/7/2011,23,55
8/8/2011,0,30
8/8/2011,1,12
8/8/2011,2,7
8/8/2011,3,1
8/8/2011,4,10
8/8/2011,5,15
8/8/2011,6,95
8/8/2011,7,267
8/8/2011,8,349
8/8/2011,9,183
8/8/2011,10,124
8/8/2011,11,179
8/8/2011,12,182
8/8/2011,13,151
8/8/2011,14,150
8/8/2011,15,126
8/8/2011,16,282
8/8/2011,17,527
8/8/2011,18,529
8/8/2011,19,416
8/8/2011,20,286
8/8/2011,21,186
8/8/2011,22,147
8/8/2011,23,72
8/9/2011,0,35
8/9/2011,1,14
8/9/2011,2,12
8/9/2011,3,3
8/9/2011,4,7
8/9/2011,5,30
8/9/2011,6,101
8/9/2011,7,343
8/9/2011,8,392
8/9/2011,9,175
8/9/2011,10,144
8/9/2011,11,149
8/9/2011,12,185
8/9/2011,13,175
8/9/2011,14,148
8/9/2011,15,164
8/9/2011,16,285
8/9/2011,17,532
8/9/2011,18,585
8/9/2011,19,371
8/9/2011,20,292
8/9/2011,21,230
8/9/2011,22,155
8/9/2011,23,75
8/10/2011,0,37
8/10/2011,1,17
8/10/2011,2,11
8/10/2011,3,4
8/10/2011,4,5
8/10/2011,5,32
8/10/2011,6,119
8/10/2011,7,305
8/10/2011,8,399
8/10/2011,9,180
8/10/2011,10,113
8/10/2011,11,149
8/10/2011,12,240
8/10/2011,13,191
8/10/2011,14,178
8/10/2011,15,194
8/10/2011,16,282
8/10/2011,17,584
8/10/2011,18,559
8/10/2011,19,413
8/10/2011,20,312
8/10/2011,21,209
8/10/2011,22,139
8/10/2011,23,108
8/11/2011,0,46
8/11/2011,1,26
8/11/2011,2,11
8/11/2011,3,9
8/11/2011,4,5
8/11/2011,5,25
8/11/2011,6,106
8/11/2011,7,307
8/11/2011,8,390
8/11/2011,9,197
8/11/2011,10,132
8/11/2011,11,187
8/11/2011,12,214
8/11/2011,13,217
8/11/2011,14,142
8/11/2011,15,178
8/11/2011,16,298
8/11/2011,17,582
8/11/2011,18,571
8/11/2011,19,371
8/11/2011,20,288
8/11/2011,21,206
8/11/2011,22,157
8/11/2011,23,127
8/12/2011,0,65
8/12/2011,1,23
8/12/2011,2,15
8/12/2011,3,9
8/12/2011,4,5
8/12/2011,5,26
8/12/2011,6,76
8/12/2011,7,264
8/12/2011,8,426
8/12/2011,9,205
8/12/2011,10,130
8/12/2011,11,156
8/12/2011,12,222
8/12/2011,13,253
8/12/2011,14,186
8/12/2011,15,249
8/12/2011,16,334
8/12/2011,17,516
8/12/2011,18,465
8/12/2011,19,385
8/12/2011,20,287
8/12/2011,21,226
8/12/2011,22,231
8/12/2011,23,151
8/13/2011,0,84
8/13/2011,1,77
8/13/2011,2,74
8/13/2011,3,27
8/13/2011,4,10
8/13/2011,5,18
8/13/2011,6,22
8/13/2011,7,44
8/13/2011,8,118
8/13/2011,9,208
8/13/2011,10,260
8/13/2011,11,314
8/13/2011,12,421
8/13/2011,13,153
8/13/2011,14,259
8/13/2011,15,358
8/13/2011,16,281
8/13/2011,17,269
8/13/2011,18,292
8/13/2011,19,237
8/13/2011,20,183
8/13/2011,21,167
8/13/2011,22,154
8/13/2011,23,120
8/14/2011,0,90
8/14/2011,1,73
8/14/2011,2,62
8/14/2011,3,27
8/14/2011,4,3
8/14/2011,5,10
8/14/2011,6,6
8/14/2011,7,24
8/14/2011,8,41
8/14/2011,9,103
8/14/2011,10,183
8/14/2011,11,198
8/14/2011,12,281
8/14/2011,13,377
8/14/2011,14,370
8/14/2011,15,331
8/14/2011,16,292
8/14/2011,17,329
8/14/2011,18,347
8/14/2011,19,259
8/14/2011,20,193
8/14/2011,21,155
8/14/2011,22,39
8/14/2011,23,27
8/15/2011,0,25
8/15/2011,1,10
8/15/2011,2,3
8/15/2011,3,7
8/15/2011,4,5
8/15/2011,5,17
8/15/2011,6,90
8/15/2011,7,258
8/15/2011,8,355
8/15/2011,9,222
8/15/2011,10,141
8/15/2011,11,153
8/15/2011,12,178
8/15/2011,13,193
8/15/2011,14,151
8/15/2011,15,182
8/15/2011,16,283
8/15/2011,17,530
8/15/2011,18,483
8/15/2011,19,397
8/15/2011,20,285
8/15/2011,21,184
8/15/2011,22,98
8/15/2011,23,88
8/16/2011,0,31
8/16/2011,1,16
8/16/2011,2,4
8/16/2011,3,6
8/16/2011,4,5
8/16/2011,5,30
8/16/2011,6,119
8/16/2011,7,346
8/16/2011,8,441
8/16/2011,9,198
8/16/2011,10,111
8/16/2011,11,150
8/16/2011,12,162
8/16/2011,13,192
8/16/2011,14,182
8/16/2011,15,159
8/16/2011,16,303
8/16/2011,17,600
8/16/2011,18,570
8/16/2011,19,376
8/16/2011,20,280
8/16/2011,21,215
8/16/2011,22,152
8/16/2011,23,77
8/17/2011,0,24
8/17/2011,1,14
8/17/2011,2,6
8/17/2011,3,5
8/17/2011,4,5
8/17/2011,5,28
8/17/2011,6,105
8/17/2011,7,308
8/17/2011,8,487
8/17/2011,9,209
8/17/2011,10,118
8/17/2011,11,128
8/17/2011,12,189
8/17/2011,13,176
8/17/2011,14,192
8/17/2011,15,159
8/17/2011,16,300
8/17/2011,17,552
8/17/2011,18,556
8/17/2011,19,347
8/17/2011,20,280
8/17/2011,21,230
8/17/2011,22,171
8/17/2011,23,105
8/18/2011,0,56
8/18/2011,1,24
8/18/2011,2,6
8/18/2011,3,6
8/18/2011,4,9
8/18/2011,5,27
8/18/2011,6,103
8/18/2011,7,308
8/18/2011,8,420
8/18/2011,9,228
8/18/2011,10,129
8/18/2011,11,141
8/18/2011,12,173
8/18/2011,13,187
8/18/2011,14,182
8/18/2011,15,174
8/18/2011,16,245
8/18/2011,17,409
8/18/2011,18,274
8/18/2011,19,141
8/18/2011,20,165
8/18/2011,21,149
8/18/2011,22,135
8/18/2011,23,114
8/19/2011,0,62
8/19/2011,1,20
8/19/2011,2,8
8/19/2011,3,3
8/19/2011,4,8
8/19/2011,5,17
8/19/2011,6,93
8/19/2011,7,263
8/19/2011,8,398
8/19/2011,9,218
8/19/2011,10,165
8/19/2011,11,165
8/19/2011,12,222
8/19/2011,13,232
8/19/2011,14,220
8/19/2011,15,222
8/19/2011,16,327
8/19/2011,17,527
8/19/2011,18,425
8/19/2011,19,165
8/19/2011,20,58
8/19/2011,21,107
8/19/2011,22,122
8/19/2011,23,106
8/20/2011,0,128
8/20/2011,1,47
8/20/2011,2,69
8/20/2011,3,51
8/20/2011,4,7
8/20/2011,5,8
8/20/2011,6,24
8/20/2011,7,44
8/20/2011,8,133
8/20/2011,9,190
8/20/2011,10,306
8/20/2011,11,338
8/20/2011,12,409
8/20/2011,13,378
8/20/2011,14,375
8/20/2011,15,390
8/20/2011,16,373
8/20/2011,17,383
8/20/2011,18,394
8/20/2011,19,291
8/20/2011,20,248
8/20/2011,21,225
8/20/2011,22,223
8/20/2011,23,157
8/21/2011,0,74
8/21/2011,1,86
8/21/2011,2,64
8/21/2011,3,51
8/21/2011,4,6
8/21/2011,5,8
8/21/2011,6,14
8/21/2011,7,31
8/21/2011,8,92
8/21/2011,9,231
8/21/2011,10,274
8/21/2011,11,313
8/21/2011,12,374
8/21/2011,13,310
8/21/2011,14,235
8/21/2011,15,68
8/21/2011,16,258
8/21/2011,17,270
8/21/2011,18,311
8/21/2011,19,282
8/21/2011,20,181
8/21/2011,21,138
8/21/2011,22,134
8/21/2011,23,68
8/22/2011,0,40
8/22/2011,1,21
8/22/2011,2,8
8/22/2011,3,5
8/22/2011,4,12
8/22/2011,5,24
8/22/2011,6,112
8/22/2011,7,281
8/22/2011,8,351
8/22/2011,9,187
8/22/2011,10,121
8/22/2011,11,131
8/22/2011,12,207
8/22/2011,13,205
8/22/2011,14,225
8/22/2011,15,199
8/22/2011,16,320
8/22/2011,17,591
8/22/2011,18,609
8/22/2011,19,416
8/22/2011,20,268
8/22/2011,21,208
8/22/2011,22,153
8/22/2011,23,64
8/23/2011,0,35
8/23/2011,1,19
