Order,lot_area,neighborhood,overall_quality,overall_condition,year_built,year_sold,sale_price
590,13774,NWAmes,7,7,1977,2009,230000
591,9650,NWAmes,6,5,1977,2009,167900
592,10140,NWAmes,7,5,1998,2009,213250
593,8400,NWAmes,8,6,2001,2009,227000
594,7130,NAmes,5,6,1967,2009,130000
595,9600,NAmes,5,5,1967,2009,143000
596,9100,NAmes,5,6,1965,2009,117500
597,9600,NWAmes,7,5,1974,2009,168500
598,16500,NWAmes,6,5,1971,2009,172500
599,9790,NWAmes,6,5,1967,2009,161500
600,7436,NAmes,4,7,1960,2009,141500
601,8125,NAmes,5,7,1959,2009,118000
602,9100,NAmes,6,6,1959,2009,127500
603,9450,NAmes,4,5,1957,2009,140000
604,13495,NAmes,5,6,1956,2009,177625
605,11475,NAmes,5,5,1958,2009,110000
606,10004,NAmes,6,6,1964,2009,167000
607,9350,NAmes,5,6,1961,2009,153000
608,10500,NAmes,5,5,1964,2009,145100
609,11000,NAmes,5,6,1966,2009,154000
610,8970,NAmes,5,6,1965,2009,177500
611,12095,NAmes,6,6,1964,2009,158000
612,9600,NAmes,5,6,1959,2009,124500
613,11475,NAmes,6,6,1961,2009,174500
614,9768,NAmes,5,5,1955,2009,122000
615,5330,BrkSide,4,7,1940,2009,82500
616,7015,BrkSide,5,4,1950,2009,110000
617,12160,NAmes,6,4,1953,2009,149500
618,9900,NAmes,6,5,1967,2009,175000
619,9600,NAmes,6,5,1953,2009,167000
620,9600,NAmes,5,6,1956,2009,128900
621,9600,NAmes,6,8,1950,2009,140000
622,9600,NAmes,5,7,1950,2009,147000
623,8944,NAmes,5,5,1967,2009,124000
624,10573,NAmes,6,6,1961,2009,187500
625,9500,NAmes,6,5,1963,2009,159000
626,14695,NAmes,6,8,1966,2009,256000
627,13600,NAmes,7,6,1965,2009,205000
628,13000,NAmes,6,6,1968,2009,193500
629,13560,NAmes,6,3,1968,2009,110000
630,12513,NAmes,4,4,1920,2009,104900
631,8760,NAmes,5,7,1956,2009,150000
632,8400,NAmes,6,3,1957,2009,156500
633,12285,NAmes,7,6,1960,2009,176000
634,9240,NAmes,6,8,1959,2009,149500
635,9600,NAmes,6,6,1958,2009,139000
636,12400,NAmes,6,7,1958,2009,155000
637,8750,NAmes,5,5,1956,2009,120000
638,8750,NAmes,5,5,1955,2009,153000
639,10400,NAmes,4,5,1956,2009,144000
640,19296,NAmes,6,5,1962,2009,176000
641,8532,NAmes,5,6,1954,2009,153000
642,9482,NAmes,5,4,1958,2009,135000
643,8128,NAmes,6,7,1954,2009,131000
644,10634,NAmes,5,6,1953,2009,123000
645,13070,NAmes,5,5,1951,2009,126000
646,10434,NAmes,4,5,1955,2009,115000
647,14559,NAmes,5,7,1951,2009,164900
648,8480,NAmes,5,6,1945,2009,113000
649,7626,NAmes,5,8,1952,2009,145500
650,9533,NAmes,5,5,1953,2009,102900
651,10615,OldTown,3,5,1900,2009,95000
652,11419,NAmes,7,7,1948,2009,152500
653,9600,NAmes,5,6,1950,2009,129900
654,8000,NAmes,6,6,1948,2009,132000
655,5470,OldTown,3,5,1958,2009,99900
656,10410,OldTown,5,7,1916,2009,135000
657,10800,OldTown,5,7,1939,2009,149000
658,8146,OldTown,4,8,1900,2009,114000
659,9022,OldTown,5,8,1924,2009,109500
660,10230,OldTown,5,7,1925,2009,125000
661,10410,OldTown,4,5,1915,2009,142900
662,7200,OldTown,7,9,1910,2009,156500
663,5400,OldTown,2,5,1940,2009,59000
664,5400,OldTown,4,6,1920,2009,105000
665,10800,OldTown,5,7,1920,2009,106000
666,10800,OldTown,3,5,1890,2009,78500
667,9671,NAmes,6,5,1969,2009,190000
668,10143,NAmes,6,7,1963,2009,154000
669,11500,NAmes,6,4,1967,2009,163000
670,11643,NAmes,5,5,1969,2009,200000
671,8010,NAmes,6,9,1958,2009,143500
672,10454,NAmes,6,6,1957,2009,135000
673,8712,NAmes,5,7,1957,2009,153000
674,17600,NAmes,6,5,1960,2009,157500
675,9000,NAmes,6,6,1958,2009,113500
676,12144,NAmes,5,7,1949,2009,133000
677,8544,NAmes,3,4,1950,2009,92900
678,8064,NAmes,6,5,1950,2009,128500
679,7200,NAmes,4,5,1949,2009,90000
680,7200,NAmes,5,4,1950,2009,138000
681,7350,NAmes,5,6,1958,2009,128000
682,7560,NAmes,5,6,1958,2009,139000
683,7200,NAmes,5,7,1952,2009,118900
684,8000,NAmes,5,5,1959,2009,138000
685,7931,NAmes,5,5,1959,2009,132500
686,10800,NAmes,4,7,1949,2009,133500
687,8064,NAmes,6,7,1948,2009,135000
688,7570,NAmes,6,5,1964,2009,144750
689,8604,NAmes,5,7,1978,2009,145000
690,7936,NAmes,6,6,1963,2009,127000
691,6600,NAmes,5,5,1962,2009,109500
692,3950,OldTown,6,8,1926,2009,115000
693,10440,OldTown,5,6,1910,2009,110000
694,4080,OldTown,6,8,1935,2009,128900
695,10307,OldTown,6,5,1910,2009,103500
696,5720,OldTown,5,6,1941,2009,66500
697,15660,OldTown,5,8,1910,2009,130000
698,9900,OldTown,5,8,1910,2009,129000
699,6406,OldTown,5,6,1939,2009,150000
700,6600,OldTown,5,4,1892,2009,107500
701,7627,OldTown,4,6,1920,2009,94550
702,7596,OldTown,5,5,1952,2009,124500
703,3378,OldTown,7,8,1946,2009,135000
704,10134,OldTown,5,5,1910,2009,103000
705,6000,OldTown,4,4,1953,2009,93000
706,6000,OldTown,5,7,1950,2009,129500
707,6000,OldTown,5,4,1954,2009,93000
708,7404,OldTown,4,6,1920,2009,80000
709,5925,OldTown,2,4,1940,2009,45000
710,5925,OldTown,3,6,1910,2009,37900
711,5784,OldTown,5,8,1938,2009,91300
712,8520,OldTown,5,8,1923,2009,99500
713,4456,OldTown,4,5,1920,2009,113000
714,9600,OldTown,4,4,1910,2009,87500
715,3500,OldTown,5,7,1947,2009,110000
716,8100,OldTown,5,5,1898,2009,106000
717,11700,OldTown,7,7,1880,2009,265979
718,8400,OldTown,6,7,1900,2009,160000
719,3600,OldTown,6,7,1917,2009,119000
720,17671,OldTown,8,9,1882,2009,168000
721,3300,OldTown,4,3,1910,2009,58500
722,9000,OldTown,7,9,1920,2009,143000
723,7200,OldTown,5,4,1910,2009,85000
724,8820,OldTown,5,6,1890,2009,124900
725,5400,OldTown,6,6,1920,2009,119000
726,9720,OldTown,6,7,1910,2009,146500
727,7879,IDOTRR,4,5,1920,2009,34900
728,9392,IDOTRR,3,3,1900,2009,44000
729,21384,BrkSide,5,6,1923,2009,223500
730,6615,BrkSide,6,6,1923,2009,149000
731,7264,BrkSide,7,7,1925,2009,205000
732,4960,BrkSide,5,7,1930,2009,137000
733,8854,BrkSide,6,6,1916,2009,121000
734,6000,BrkSide,4,6,1936,2009,128000
735,6000,BrkSide,6,9,1937,2009,134900
736,6000,BrkSide,5,8,1925,2009,117000
737,6000,BrkSide,6,6,1939,2009,132500
738,6000,BrkSide,5,5,1924,2009,93000
739,6000,BrkSide,6,7,1926,2009,119000
740,6911,BrkSide,5,5,1924,2009,100000
741,6120,BrkSide,5,6,1936,2009,141500
742,6120,BrkSide,4,7,1935,2009,133000
743,6120,BrkSide,2,3,1936,2009,60000
744,6120,BrkSide,5,7,1931,2009,105000
745,6120,BrkSide,5,6,1925,2009,115000
746,6120,BrkSide,5,6,1938,2009,150000
747,8635,BrkSide,5,5,1925,2009,126500
748,11888,BrkSide,6,6,1916,2009,214500
749,11414,BrkSide,7,8,1910,2009,167500
750,8094,OldTown,6,6,1915,2009,155000
751,2500,OldTown,7,8,1915,2009,155000
752,9928,OldTown,7,8,1915,2009,179900
753,5520,OldTown,6,6,1912,2009,104000
754,3000,OldTown,5,1,1922,2009,62500
755,6876,IDOTRR,6,5,1927,2009,149000
756,6240,IDOTRR,4,5,1925,2009,103000
757,5775,OldTown,6,7,1915,2009,123000
758,5852,OldTown,7,5,1902,2009,97500
759,5160,IDOTRR,6,6,1927,2009,135000
760,5160,IDOTRR,4,6,1923,2009,70000
761,10320,IDOTRR,6,7,1915,2009,116000
762,4280,Sawyer,4,9,1946,2009,88750
763,10800,Edwards,5,5,1987,2009,179000
764,10800,Edwards,5,5,1987,2009,179000
765,10547,Edwards,5,5,1978,2009,159900
766,10020,Edwards,1,1,1922,2009,61000
767,6629,Edwards,6,6,1925,2009,103600
768,9780,Edwards,5,3,1934,2009,63000
769,12886,Sawyer,5,6,1963,2009,175000
770,8816,Sawyer,5,6,1963,2009,139000
771,11184,Sawyer,6,5,1978,2009,172500
772,11625,Sawyer,5,6,1967,2009,113500
773,7800,Sawyer,5,7,1967,2009,130000
774,8014,Sawyer,6,5,1978,2009,149900
775,7252,Sawyer,5,5,1982,2009,134900
776,8740,Sawyer,5,6,1982,2009,137000
777,11616,Sawyer,5,5,1962,2009,139000
778,15400,Sawyer,5,5,1961,2009,165000
779,15312,Sawyer,6,5,1960,2009,148000
780,15584,ClearCr,5,5,1956,2009,165000
781,9000,Sawyer,2,2,1947,2009,63900
782,11250,ClearCr,4,5,1957,2009,161500
783,25095,ClearCr,5,8,1968,2009,143000
784,17140,Edwards,4,6,1956,2009,135000
785,12342,Edwards,4,5,1940,2009,82500
786,10708,ClearCr,5,5,1955,2009,190000
787,13680,Edwards,3,5,1955,2009,139600
788,15635,Edwards,4,5,1954,2009,122000
789,9855,Edwards,6,5,1956,2009,127500
790,9571,Edwards,5,5,1956,2009,121500
791,9571,Edwards,5,3,1958,2009,60000
792,9350,Edwards,6,7,1946,2009,154400
793,9340,Edwards,4,6,1941,2009,113000
794,7440,Edwards,5,6,1954,2009,125000
795,11500,Edwards,4,3,1957,2009,84000
796,4235,Edwards,5,5,1984,2009,139500
797,11409,Edwards,5,4,1949,2009,131000
798,9060,Edwards,6,5,1939,2009,105000
799,9084,Edwards,4,5,1940,2009,108000
800,10778,SawyerW,7,6,1990,2009,162000
801,19255,SawyerW,6,5,1983,2009,156500
802,12327,SawyerW,8,8,1983,2009,316600
803,14684,SawyerW,7,7,1990,2009,271900
804,9317,SawyerW,7,5,1993,2009,213000
805,10560,SawyerW,7,5,1993,2009,239900
806,9828,SawyerW,8,5,1995,2009,239500
807,26400,SawyerW,5,7,1880,2009,131000
808,7018,SawyerW,5,5,1979,2009,118964
809,7018,SawyerW,5,5,1979,2009,153337
810,7018,SawyerW,5,5,1979,2009,147983
811,7018,SawyerW,5,5,1979,2009,118858
812,7018,SawyerW,5,5,1979,2009,118858
813,7018,SawyerW,5,5,1979,2009,142953
814,7040,SawyerW,5,5,1979,2009,148325
815,7007,SawyerW,5,5,1979,2009,113722
816,11855,SawyerW,7,5,2000,2009,269500
817,7939,SawyerW,7,5,2000,2009,269500
818,7976,SawyerW,7,5,2000,2009,269500
819,10933,CollgCr,9,5,2009,2009,323262
820,10637,CollgCr,8,5,2007,2009,297000
821,10226,CollgCr,8,5,2008,2009,295493
822,10816,CollgCr,9,5,2008,2009,332000
823,9178,CollgCr,8,5,2008,2009,239900
824,10769,CollgCr,8,5,2007,2009,212000
825,11422,CollgCr,8,5,2007,2009,272500
826,11923,CollgCr,9,5,2007,2009,239000
827,8814,CollgCr,7,5,2006,2009,220000
828,6762,CollgCr,7,5,2007,2009,200000
829,10324,CollgCr,8,5,2008,2009,221800
830,7314,CollgCr,7,5,2007,2009,194500
831,11645,CollgCr,8,5,2005,2009,237000
832,11646,CollgCr,6,5,2005,2009,173000
833,12800,SawyerW,7,5,1989,2009,275000
834,16698,ClearCr,7,5,1992,2009,233500
835,28698,ClearCr,5,5,1967,2009,185000
836,12464,CollgCr,5,5,1996,2009,152000
837,9757,CollgCr,5,7,1994,2009,143000
838,15426,CollgCr,6,5,1997,2009,231500
839,10667,CollgCr,7,6,1996,2009,212000
840,14753,CollgCr,7,5,1998,2009,207000
841,10859,CollgCr,5,5,1994,2009,145000
842,8072,CollgCr,5,5,1994,2009,138000
843,10400,CollgCr,7,5,1998,2009,197900
844,10335,CollgCr,7,5,1999,2009,204000
845,9017,CollgCr,7,5,1999,2009,192000
846,8750,CollgCr,6,5,1998,2009,200000
847,8935,CollgCr,7,5,2002,2009,195000
848,9808,CollgCr,7,5,2002,2009,227000
849,12420,CollgCr,7,5,2001,2009,230000
850,16285,CollgCr,7,5,2001,2009,187100
851,10739,CollgCr,7,5,2002,2009,203000
852,11166,CollgCr,7,5,2001,2009,201000
853,8430,CollgCr,5,5,1978,2009,124000
854,16269,CollgCr,5,5,1978,2009,140000
855,6950,CollgCr,5,7,1979,2009,134900
856,8800,CollgCr,5,7,1977,2009,150500
857,7000,CollgCr,5,8,1978,2009,136500
858,9286,CollgCr,5,7,1977,2009,143500
859,15523,CollgCr,5,6,1972,2009,133500
860,7200,CollgCr,5,5,1972,2009,123000
861,7200,CollgCr,5,8,1972,2009,133900
862,8445,CollgCr,5,7,1972,2009,133000
863,11664,CollgCr,7,5,2002,2009,250000
864,12334,CollgCr,8,5,2003,2009,254750
865,11838,CollgCr,8,5,2001,2009,236500
866,11885,CollgCr,8,5,2001,2009,261500
867,11050,CollgCr,9,5,2000,2009,313000
868,8749,CollgCr,7,5,2002,2009,198500
869,11250,CollgCr,7,5,2001,2009,211000
870,15750,CollgCr,8,5,1999,2009,220000
871,11883,CollgCr,7,5,1996,2009,203000
872,12782,CollgCr,8,5,2002,2009,279500
873,8750,CollgCr,7,5,1997,2009,210000
874,9375,CollgCr,7,5,1997,2009,219500
875,8750,CollgCr,7,5,1996,2009,191000
876,9100,CollgCr,7,5,2001,2009,178000
877,9750,CollgCr,7,5,2000,2009,213000
878,4435,CollgCr,6,5,2003,2009,144000
879,4435,CollgCr,6,5,2003,2009,140000
880,10200,CollgCr,8,5,2007,2009,293200
881,9313,CollgCr,7,5,2004,2009,190000
882,8487,CollgCr,7,5,2004,2009,190000
883,8633,CollgCr,6,5,2005,2009,173500
884,11069,CollgCr,6,5,2007,2009,170000
885,8777,Edwards,4,5,1949,2009,108000
886,9937,Edwards,5,7,1964,2009,167000
887,8877,Edwards,4,6,1938,2009,100000
888,7301,Edwards,7,5,2003,2009,198500
889,7950,Edwards,6,6,1977,2009,159500
890,10682,Edwards,4,6,1960,2009,127000
891,7200,Edwards,6,6,1976,2009,125000
892,13286,Edwards,9,5,2007,2009,320000
893,3675,Edwards,6,5,2005,2009,145500
894,9405,Edwards,5,9,1947,2009,118000
895,6410,Edwards,4,5,1959,2009,85000
896,11767,Edwards,5,5,1950,2009,120000
897,8405,Edwards,4,3,1945,2009,98000
898,4060,Edwards,5,8,1922,2009,99900
899,10206,Edwards,3,3,1952,2009,82000
900,10926,Edwards,5,5,1959,2009,119900
901,11767,Edwards,5,5,1956,2009,103500
902,8926,Edwards,4,3,1956,2009,112000
903,12354,Edwards,6,8,1920,2009,110000
904,8212,Edwards,5,6,1941,2009,122000
905,10998,Edwards,5,5,1941,2009,117000
906,6300,SWISU,5,4,1938,2009,160000
907,4500,SWISU,5,5,1932,2009,159434
908,8400,SWISU,2,5,1920,2009,60000
909,9900,SWISU,6,7,1940,2009,139500
910,15863,SWISU,7,3,1920,2009,197000
911,5707,SWISU,6,6,1935,2009,105000
912,7804,SWISU,4,3,1928,2009,135000
913,8574,Crawfor,6,8,1916,2009,147500
914,6171,SWISU,6,6,1925,2009,137450
915,7200,SWISU,7,9,1936,2009,155000
916,7558,Crawfor,6,6,1928,2009,177000
917,6292,SWISU,7,7,1928,2009,145000
918,7155,Crawfor,7,8,1918,2009,137000
919,10918,Crawfor,7,9,1926,2009,234000
920,13680,Crawfor,5,6,1940,2009,205000
921,7500,Crawfor,6,7,1942,2009,177500
922,9600,Crawfor,5,7,1940,2009,160000
923,14680,Crawfor,5,4,1960,2009,155000
924,13360,Crawfor,5,7,1921,2009,163500
925,7681,Crawfor,5,6,1921,2009,154900
926,8145,Crawfor,7,6,1940,2009,205000
927,9100,Crawfor,5,6,1954,2009,144800
928,12000,Crawfor,7,7,1941,2009,174500
929,13339,Crawfor,6,6,1960,2009,193000
930,15600,Crawfor,5,7,1949,2009,158000
931,14000,Crawfor,6,8,1950,2009,158500
932,17500,Crawfor,6,5,1954,2009,224000
933,1733,Blueste,6,6,1980,2009,115000
934,1488,Blueste,6,6,1980,2009,137000
935,1612,Blueste,6,6,1980,2009,121000
936,1300,Blueste,6,6,1980,2009,124000
937,13607,Crawfor,6,6,1986,2009,208000
938,17597,Crawfor,7,9,1971,2009,315000
939,21695,Crawfor,6,9,1988,2009,222000
940,10690,IDOTRR,5,7,1920,2009,147000
941,8660,IDOTRR,5,6,1900,2009,123000
942,6402,IDOTRR,5,5,1920,2009,78000
943,8470,IDOTRR,3,2,1915,2009,85000
944,10200,IDOTRR,4,6,1925,2009,75000
945,3843,Crawfor,8,5,2007,2009,230000
946,21780,IDOTRR,2,4,1910,2009,57625
947,10125,Mitchel,8,5,2000,2009,251000
948,12822,Mitchel,7,5,2003,2009,239686
949,12118,Mitchel,7,5,2004,2009,240000
950,12209,Mitchel,6,5,2001,2009,215000
951,9750,Mitchel,6,6,1977,2009,156450
952,9360,Mitchel,6,7,1977,2009,173000
953,10125,Mitchel,5,5,1977,2009,126000
954,9947,Mitchel,7,5,1990,2009,173000
955,11070,Mitchel,5,5,1991,2009,152000
956,14375,Timber,6,6,1958,2009,137500
957,215245,Timber,7,5,1965,2009,375000
958,12898,Timber,9,5,2007,2009,315500
959,13159,Timber,7,5,2009,2009,224500
960,13438,Timber,9,5,2008,2009,410000
961,14463,Timber,9,5,2008,2009,316500
962,8925,Timber,8,5,2007,2009,201000
963,11457,Timber,6,5,1988,2009,175000
964,9839,Timber,6,8,1980,2009,204000
965,14419,Timber,7,5,1987,2009,213500
966,6853,Timber,8,5,2001,2009,220000
967,9157,Timber,7,5,2003,2009,170000
968,14601,Timber,9,5,2006,2009,315000
969,12633,Timber,9,5,2007,2009,425000
970,12518,Mitchel,5,7,1968,2009,139500
971,21750,Mitchel,5,4,1960,2009,115000
972,4500,Mitchel,6,5,1998,2009,162000
973,4500,Mitchel,6,5,1999,2009,165000
974,1596,MeadowV,4,5,1973,2009,91000
975,9858,Mitchel,5,6,1968,2009,130000
976,1526,MeadowV,4,8,1970,2009,86000
977,13383,Mitchel,5,5,1969,2009,160000
978,1477,MeadowV,4,4,1970,2009,80000
979,1533,MeadowV,4,6,1970,2009,97000
980,2217,MeadowV,4,4,1970,2009,88000
981,7689,Mitchel,5,8,1972,2009,131900
982,7706,Mitchel,6,5,1993,2009,131250
983,9101,Mitchel,5,6,1978,2009,165500
984,8780,Mitchel,5,5,1985,2009,112000
985,7669,Mitchel,5,6,1992,2009,149000
986,14115,Mitchel,5,5,1993,2009,143000
987,10429,Mitchel,5,5,1992,2009,130000
988,9819,Mitchel,6,5,1977,2009,196000
989,10457,Mitchel,5,7,1969,2009,173000
990,11029,NAmes,6,8,1958,2008,176500
991,12925,NAmes,6,7,1970,2008,237500
992,11075,NAmes,6,5,1969,2008,206900
993,8702,Gilbert,6,5,1997,2008,187500
994,8139,Gilbert,6,5,1995,2008,165000
995,9535,Gilbert,6,5,1998,2008,195500
996,9042,Gilbert,6,5,1998,2008,192000
997,15038,Gilbert,6,5,1996,2008,173000
998,14137,Gilbert,5,5,1996,2008,177900
999,21872,Gilbert,7,5,1996,2008,175000
1000,4923,StoneBr,8,5,2001,2008,286000
1001,6264,StoneBr,8,5,1997,2008,247900
1002,5395,StoneBr,8,5,1993,2008,180000
1003,5070,StoneBr,8,5,1992,2008,180000
1004,10839,Gilbert,6,5,1997,2008,181000
1005,11184,Gilbert,6,5,1998,2008,183000
1006,8000,Gilbert,6,5,1995,2008,188000
1007,10832,Gilbert,7,5,1994,2008,194500
1008,14067,Gilbert,6,5,1991,2008,185000
1009,4671,StoneBr,8,5,1988,2008,189000
1010,5950,StoneBr,8,5,1989,2008,188500
1011,13543,StoneBr,8,5,2005,2008,355000
1012,11198,StoneBr,9,5,2005,2008,325000
1013,15401,StoneBr,9,5,2004,2008,387000
1014,31220,Gilbert,6,2,1952,2008,115000
1015,8118,StoneBr,9,5,2007,2008,334000
1016,47280,Gilbert,6,5,1950,2008,133000
1017,20544,NWAmes,7,6,1986,2008,215000
1018,12680,NWAmes,7,6,1988,2008,226500
1019,12090,NWAmes,6,6,1981,2008,175500
1020,10825,NWAmes,7,7,1983,2008,181900
1021,18559,NWAmes,7,5,1978,2008,235000
1022,14450,NWAmes,7,5,1979,2008,220000
1023,12227,NWAmes,6,7,1977,2008,272000
1024,13068,NWAmes,6,5,1976,2008,161000
1025,15611,NWAmes,5,6,1977,2008,175000
1026,10400,NWAmes,7,6,1980,2008,185000
1027,9743,NWAmes,5,6,1969,2008,146900
1028,12511,NWAmes,7,7,1978,2008,292500
1029,11361,NWAmes,6,5,1976,2008,180000
1030,10400,NWAmes,6,5,1976,2008,159900
1031,10480,NWAmes,7,6,1976,2008,205000
1032,10000,NWAmes,5,6,1973,2008,157000
1033,14311,NWAmes,8,5,1996,2008,306000
1034,9000,NAmes,5,5,1974,2008,133000
1035,9750,NAmes,6,8,1969,2008,151000
1036,10295,NAmes,4,6,1969,2008,111900
1037,7560,NAmes,5,5,1971,2008,123000
1038,12735,NAmes,4,5,1972,2008,111250
1039,4060,NAmes,6,5,1998,2008,181000
1040,1680,BrDale,6,5,1973,2008,103400
1041,1680,BrDale,6,5,1973,2008,100000
1042,1890,BrDale,6,6,1972,2008,100500
1043,1869,BrDale,6,6,1970,2008,106000
1044,1680,BrDale,6,5,1971,2008,85400
1045,1680,BrDale,6,3,1971,2008,89500
1046,1680,BrDale,5,5,1972,2008,111750
1047,4043,NPkVill,6,6,1977,2008,140000
1048,2308,NPkVill,6,6,1975,2008,143000
1049,2529,NPkVill,7,6,1977,2008,148500
1050,9477,NAmes,5,5,1966,2008,110000
1051,12444,NridgHt,8,5,2008,2008,394617
1052,12474,NridgHt,10,5,2007,2008,426000
1053,14803,NridgHt,10,5,2007,2008,385000
1054,14948,NridgHt,9,5,2008,2008,446261
1055,12704,NridgHt,8,5,2007,2008,317500
1056,13891,NridgHt,8,5,2007,2008,372402
1057,13693,NridgHt,8,5,2007,2008,417500
1058,14418,NridgHt,9,5,2007,2008,383000
1059,13418,NridgHt,9,5,2006,2008,390000
1060,12539,NridgHt,10,5,2005,2008,460000
1061,12151,NridgHt,9,5,2005,2008,379000
1062,8899,NridgHt,8,5,2007,2008,250000
1063,10574,NridgHt,8,5,2004,2008,316000
1064,12720,NridgHt,10,5,2003,2008,615000
1065,13688,NridgHt,9,5,2003,2008,412500
1066,10625,NridgHt,7,5,2003,2008,284000
1067,10845,NridgHt,8,5,2003,2008,284000
1068,16900,NridgHt,8,5,2001,2008,421250
1069,16451,NridgHt,8,5,2003,2008,370000
1070,10110,NridgHt,9,5,2008,2008,336860
1071,8769,NridgHt,9,5,2008,2008,367294
1072,12304,NridgHt,7,5,2005,2008,192000
1073,12677,NridgHt,8,5,2003,2008,274000
1074,8849,NridgHt,9,5,2005,2008,266000
1075,8232,NridgHt,9,5,2007,2008,370967
1076,6240,NridgHt,8,5,2006,2008,234250
1077,6240,NridgHt,8,5,2006,2008,219500
1078,2448,NridgHt,7,5,2003,2008,155000
1079,2448,NridgHt,7,5,2003,2008,154000
1080,8198,NridgHt,7,5,2004,2008,207000
1081,3940,Blmngtn,7,5,2003,2008,195000
1082,3940,Blmngtn,7,5,2004,2008,219990
1083,3182,Blmngtn,7,5,2005,2008,191000
1084,3182,Blmngtn,7,5,2007,2008,159895
1085,3710,Blmngtn,7,5,2007,2008,187687
1086,9024,Gilbert,6,5,2004,2008,179000
1087,7415,Gilbert,6,5,2004,2008,193000
1088,9587,Gilbert,7,5,2005,2008,190000
1089,8029,Gilbert,6,5,2005,2008,176000
1090,8010,Gilbert,7,5,2002,2008,188000
1091,8396,Gilbert,7,5,2003,2008,213000
1092,7301,NridgHt,7,6,2007,2008,217300
1093,10261,Gilbert,6,5,2000,2008,186500
1094,8220,Gilbert,7,5,2000,2008,226750
1095,15384,Gilbert,7,5,2004,2008,184000
1096,7750,Gilbert,7,5,2002,2008,176000
1097,12460,Gilbert,7,5,1999,2008,225000
1098,8390,Gilbert,7,5,1999,2008,185900
1099,9660,NoRidge,8,5,1997,2008,284500
1100,9200,NoRidge,8,5,1998,2008,315000
1101,14260,NoRidge,8,5,2000,2008,250000
1102,11000,NoRidge,9,5,2000,2008,291000
1103,11675,NoRidge,8,5,1998,2008,350000
1104,10990,NoRidge,7,5,1996,2008,279500
1105,11929,NoRidge,8,7,1995,2008,290000
1106,10437,NoRidge,8,6,1995,2008,350000
1107,10542,NoRidge,7,5,1993,2008,341000
1108,10010,NoRidge,7,5,1993,2008,287500
1109,10944,NoRidge,7,5,1994,2008,271000
1110,14303,NoRidge,8,5,1994,2008,301500
1111,11932,Somerst,8,5,2007,2008,235128
1112,14598,Somerst,6,5,2007,2008,214000
1113,11957,Somerst,8,5,2006,2008,232000
1114,13253,Somerst,7,5,2006,2008,240000
1115,14587,Somerst,9,5,2008,2008,264132
1116,10206,Somerst,8,5,2007,2008,245000
1117,12274,Somerst,7,5,2008,2008,227680
1118,9801,Somerst,8,5,2007,2008,257000
1119,9428,Somerst,8,5,2007,2008,297900
1120,10037,Somerst,8,5,2006,2008,247000
1121,8640,Somerst,8,5,2007,2008,212700
1122,8640,Somerst,7,5,2007,2008,250580
1123,11639,Somerst,7,5,2007,2008,182000
1124,9803,Somerst,7,5,2005,2008,226700
1125,9375,Somerst,8,5,2003,2008,250000
1126,10625,Somerst,7,5,2005,2008,250000
1127,10800,Somerst,8,5,2007,2008,339750
1128,8125,Somerst,7,6,2007,2008,205950
1129,10625,Somerst,8,5,2007,2008,256000
1130,7500,Somerst,7,5,2007,2008,230348
1131,8791,Somerst,6,5,2003,2008,207500
1132,7500,SawyerW,7,5,2004,2008,141000
1133,10110,SawyerW,6,5,2003,2008,188000
1134,12774,SawyerW,7,5,2003,2008,192500
1135,13072,SawyerW,6,5,2005,2008,146000
1136,13695,SawyerW,5,5,2004,2008,159000
1137,13695,SawyerW,6,5,2003,2008,155000
1138,8366,SawyerW,6,5,2004,2008,173000
1139,9260,SawyerW,7,5,2007,2008,170000
1140,8453,SawyerW,6,5,1995,2008,182000
1141,8480,SawyerW,6,5,1993,2008,163000
1142,8125,SawyerW,6,5,1994,2008,193500
1143,14565,SawyerW,7,5,1994,2008,189000
1144,8450,SawyerW,6,5,2001,2008,190500
1145,8285,SawyerW,7,5,1992,2008,175000
1146,7153,SawyerW,6,5,1991,2008,179200
1147,9291,SawyerW,6,5,1993,2008,187000
1148,8012,SawyerW,6,5,1993,2008,193000
1149,7892,SawyerW,6,5,1993,2008,153900
1150,9100,Sawyer,5,5,1963,2008,128000
1151,12968,Sawyer,5,6,1962,2008,144000
1152,8100,Sawyer,5,8,1961,2008,135000
1153,8450,Sawyer,5,5,1968,2008,115000
1154,6360,Sawyer,5,5,1963,2008,119916
1155,6768,Sawyer,6,8,1961,2008,142000
1156,19508,Veenker,6,5,1974,2008,192000
1157,10759,Sawyer,5,4,1972,2008,140000
1158,9205,NoRidge,6,5,1990,2008,290000
1159,11025,NoRidge,9,5,1993,2008,372500
1160,4282,Somerst,7,5,2004,2008,196000
1161,4017,Somerst,7,5,2006,2008,171900
1162,3435,Somerst,7,5,2004,2008,178000
1163,3180,Somerst,6,5,2005,2008,165000
1164,3180,Somerst,7,5,2007,2008,146000
1165,3604,Somerst,7,5,2007,2008,146000
1166,2280,Somerst,7,5,1999,2008,179400
1167,2280,Somerst,6,5,1999,2008,172900
1168,4765,Somerst,9,5,2000,2008,300000
1169,4538,Somerst,9,5,2001,2008,285000
1170,4385,Somerst,9,5,2001,2008,290000
1171,4109,Somerst,9,5,1999,2008,305000
1172,5119,Somerst,9,5,1999,2008,328900
1173,2160,Somerst,7,5,1999,2008,160000
1174,2160,Somerst,7,5,1999,2008,170000
