CONTROL,SHIPMONTH,WEIGHT,WGTADJ,REGION,SECTIONS,STATUS,PRICE,SQFT,BEDROOMS,TITLED,LOCATION,FOUNDATION,SECURED,jstatus,jprice,jsqft,jbedroom,jtitle,jlocation,jfoundation,jsecured
20100174,202010,9.9,1.0085,4,2,2,112000,1700,3,2,3,3,1,I,I,I,I,I,I,I,I
20100175,202010,9.9,1.0085,4,2,2,116000,1500,3,2,3,2,1,R,R,R,R,R,R,R,R
20100176,202010,9.9,1.0085,4,2,2,112000,1700,3,2,3,2,1,I,I,I,I,I,I,I,I
20100177,202010,9.9,1.0085,4,2,2,118000,1800,3,2,1,3,1,I,I,I,I,I,I,I,I
20100178,202010,9.9,1.0085,4,2,2,97000,1900,3,2,3,3,1,R,R,R,R,R,R,R,R
20100179,202010,9.9,1.0085,4,2,2,111000,2100,3,2,3,3,1,R,R,R,R,R,R,R,R
20100180,202010,6.7917,1.0085,1,2,2,68000,1300,3,2,3,3,1,R,R,R,R,R,R,R,R
20100181,202010,6.7917,1.0085,1,2,2,122000,2100,3,2,3,3,1,I,I,I,I,I,I,I,I
20100182,202010,6.7917,1.0085,1,2,2,72000,1300,3,2,3,2,1,R,R,R,R,R,R,R,I
20100183,202010,6.7917,1.0085,1,2,2,77000,1700,3,2,3,3,1,R,R,R,R,R,R,R,R
20100184,202010,33.0179,1.0085,3,2,2,95000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20100185,202010,8.0864,1.0085,2,2,2,90000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20100186,202010,8.0864,1.0085,2,2,2,90000,2200,3,1,3,3,1,R,R,R,R,I,R,R,R
20100187,202010,8.0864,1.0085,2,2,2,54000,1400,3,2,1,3,1,R,R,R,R,R,R,R,R
20100188,202010,33.0179,1.0085,3,2,2,58000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20100189,202010,9.9,1.0085,4,2,2,150000,1500,3,9,1,3,1,R,R,R,R,R,R,R,R
20100190,202010,9.9,1.0085,4,2,2,83000,1300,3,2,1,3,1,R,R,R,R,R,R,R,R
20100191,202010,9.9,1.0085,4,2,2,116000,1700,1,9,3,3,1,R,R,R,R,R,R,I,R
20100192,202010,9.9,1.0085,4,2,2,84000,1300,3,2,1,3,1,R,R,R,R,R,R,R,R
20100193,202010,6.7917,1.0085,1,2,2,233000,1700,1,2,1,3,1,R,R,R,R,R,R,R,R
20100194,202010,6.7917,1.0085,1,2,2,76000,1500,3,2,3,3,1,R,R,R,R,R,R,R,R
20100195,202010,6.7917,1.0085,1,2,2,75000,1600,3,2,1,3,1,R,R,R,R,R,R,R,R
20100196,202010,6.7917,1.0085,1,2,2,67000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20100197,202010,6.7917,1.0085,1,2,2,75000,1600,3,2,3,3,1,R,R,R,R,R,R,R,R
20100198,202010,33.0179,1.0085,3,2,2,92000,1600,3,3,3,3,9,R,R,R,R,R,R,R,R
20100199,202010,33.0179,1.0085,3,2,2,120000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20100200,202010,33.0179,1.0085,3,2,2,120000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20100201,202010,33.0179,1.0085,3,2,2,129000,2300,3,2,3,2,9,R,R,R,R,R,R,R,R
20100202,202010,33.0179,1.0085,3,2,2,58000,1200,3,2,3,2,9,R,R,R,R,R,R,R,R
20100203,202010,33.0179,1.0085,3,2,2,58000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20100204,202010,33.0179,1.0085,3,2,2,83000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20100205,202010,33.0179,1.0085,3,2,2,108000,1600,3,2,3,3,9,I,I,I,I,I,I,I,I
20100206,202010,33.0179,1.0085,3,2,2,95000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20100207,202010,33.0179,1.0085,3,2,2,73000,2000,3,2,3,3,9,R,R,R,R,R,R,R,R
20100208,202010,33.0179,1.0085,3,2,2,83000,1900,3,2,3,3,9,R,R,R,R,R,R,R,R
20100209,202010,33.0179,1.0085,3,2,2,96000,1500,3,2,3,3,9,R,R,R,R,R,R,R,R
20100210,202010,33.0179,1.0085,3,2,2,108000,1600,3,2,3,3,9,R,I,I,I,R,R,R,R
20100211,202010,33.0179,1.0085,3,2,2,73000,2200,3,1,3,2,9,R,R,R,R,R,R,R,R
20100212,202010,33.0179,1.0085,3,2,2,139000,2500,3,2,3,3,9,I,I,I,I,I,I,I,I
20100213,202010,33.0179,1.0085,3,2,2,98000,2200,3,2,3,3,9,R,R,R,R,R,R,R,R
20100214,202010,33.0179,1.0085,3,2,2,97000,1700,3,2,3,3,9,R,R,R,R,R,R,R,R
20100215,202010,33.0179,1.0085,3,2,2,139000,2500,3,2,3,3,9,I,I,I,I,I,I,I,I
20100216,202010,33.0179,1.0085,3,2,2,121000,1900,3,2,3,3,9,R,I,I,I,I,I,I,I
20100217,202010,33.0179,1.0085,3,2,2,170000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20100218,202010,33.0179,1.0085,3,2,2,134000,2100,3,2,3,3,9,R,R,R,R,R,R,R,R
20100219,202010,33.0179,1.0085,3,2,2,90000,1600,3,2,3,3,9,R,R,R,R,R,R,R,R
20100220,202010,8.0864,1.0085,2,2,2,126000,1600,3,1,3,3,1,R,R,R,R,R,R,R,R
20100221,202010,8.0864,1.0085,2,2,2,98000,1400,3,1,3,3,1,R,R,R,R,R,R,R,R
20100222,202010,8.0864,1.0085,2,2,2,108000,1600,3,2,3,3,1,R,I,R,R,R,R,I,I
20100223,202010,9.9,1.0085,4,2,2,120000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20100224,202010,9.9,1.0085,4,2,2,140000,1600,3,9,1,1,9,R,R,R,R,R,R,R,R
20100225,202010,6.6,1.0085,5,3,2,113000,1700,1,2,3,1,9,I,I,I,I,I,I,I,I
20100226,202010,9.9,1.0085,4,2,2,160000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20100227,202010,9.9,1.0085,4,2,2,143000,1600,3,2,3,1,9,R,R,R,R,I,R,R,R
20100228,202010,9.9,1.0085,4,2,2,64000,1300,3,2,3,1,9,R,R,R,R,R,R,R,R
20100229,202010,9.9,1.0085,4,2,2,133000,1200,1,2,1,1,9,R,R,R,R,R,R,R,R
20100230,202010,9.9,1.0085,4,2,2,170000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20100231,202010,9.9,1.0085,4,2,2,124000,1700,3,9,3,1,9,R,R,R,R,R,R,R,R
20100232,202010,9.9,1.0085,4,2,2,134000,2400,3,9,3,1,9,I,I,I,I,I,I,I,I
20100233,202010,9.9,1.0085,4,2,2,106000,1800,3,9,3,1,9,R,R,R,R,R,R,R,R
20100234,202010,6.6,1.0085,5,3,2,126000,2100,3,1,3,1,9,I,I,I,I,I,I,I,I
20100235,202010,33.0179,1.0085,3,2,2,139000,2500,3,1,3,1,9,R,I,R,R,R,R,R,R
20100236,202010,9.9,1.0085,4,2,2,118000,1100,1,9,3,1,9,R,R,R,R,R,R,R,R
20100237,202010,9.9,1.0085,4,2,2,94000,1200,3,9,3,1,9,I,I,I,I,I,I,I,I
20100238,202010,9.9,1.0085,4,2,2,236000,1800,3,9,3,1,9,R,R,R,R,R,R,R,R
20100239,202010,9.9,1.0085,4,2,2,126000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20100240,202010,9.9,1.0085,4,2,2,116000,1200,1,9,1,1,9,R,R,R,R,R,R,R,R
20100241,202010,9.9,1.0085,4,2,2,116000,1800,3,2,3,1,9,I,I,I,I,I,I,I,I
20100242,202010,9.9,1.0085,4,2,2,167000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20100243,202010,9.9,1.0085,4,2,2,175000,1400,3,2,3,1,9,R,R,R,R,R,R,R,R
20100244,202010,6.6,1.0085,5,3,2,91000,1100,1,1,3,1,9,I,I,I,I,I,I,I,I
20100245,202010,9.9,1.0085,4,2,2,110000,1600,3,9,3,1,9,I,I,I,I,I,I,I,I
20100246,202010,9.9,1.0085,4,2,2,89000,990,1,2,1,1,9,I,I,I,I,I,I,I,I
20100247,202010,9.9,1.0085,4,2,2,236000,2100,3,9,3,1,9,R,R,R,R,R,R,R,R
20100248,202010,6.7917,1.0085,1,2,2,116000,1800,1,9,1,1,9,I,I,I,I,I,I,I,I
20100249,202010,6.7917,1.0085,1,2,2,233000,1500,1,9,1,1,9,R,R,R,R,R,R,R,R
20100250,202010,6.7917,1.0085,1,2,2,112000,1700,1,2,1,1,9,I,I,I,I,I,I,I,I
20100251,202010,6.7917,1.0085,1,2,2,104000,1500,1,9,1,1,9,I,I,I,I,I,I,I,I
20100252,202010,6.7917,1.0085,1,2,2,75000,1300,3,2,3,1,9,R,R,R,R,R,R,R,R
20100253,202010,6.7917,1.0085,1,2,2,83000,1200,3,9,3,1,9,R,R,R,R,R,R,R,R
20100254,202010,33.0179,1.0085,3,2,2,70000,1200,3,2,3,1,9,R,R,R,R,R,R,R,R
20100255,202010,33.0179,1.0085,3,2,2,170000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20100256,202010,9.9,1.0085,4,2,2,108000,1600,3,2,3,1,9,R,I,R,R,R,R,R,R
20100257,202010,9.9,1.0085,4,2,2,102000,1400,3,2,1,1,9,I,I,I,I,I,I,I,I
20100258,202010,8.0864,1.0085,2,2,2,118000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20100259,202010,8.0864,1.0085,2,2,2,94000,1200,3,2,1,1,9,R,I,R,R,I,R,R,R
20100260,202010,8.0864,1.0085,2,2,2,135000,1700,3,1,3,1,9,R,R,R,R,R,R,R,R
20100261,202010,33.0179,1.0085,3,2,2,128000,2100,3,1,3,1,9,I,I,I,I,I,I,I,I
20100262,202010,33.0179,1.0085,3,2,2,123000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20100263,202010,33.0179,1.0085,3,2,2,136000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20100264,202010,33.0179,1.0085,3,2,2,96000,1700,3,2,3,1,9,R,R,R,R,R,R,R,R
20100265,202010,8.0864,1.0085,2,2,2,123000,2400,3,2,3,1,9,R,R,R,R,R,R,R,R
20100266,202010,8.0864,1.0085,2,2,2,124000,2000,3,3,1,1,9,I,I,I,I,I,I,I,I
20100267,202010,8.0864,1.0085,2,2,2,89000,1600,3,2,1,1,9,R,R,R,R,R,R,R,R
20100268,202010,8.0864,1.0085,2,2,2,108000,1600,3,2,3,1,9,R,I,R,R,R,R,R,R
20100269,202010,8.0864,1.0085,2,2,2,92000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20100270,202010,8.0864,1.0085,2,2,2,89000,2400,3,2,3,1,9,R,R,R,R,R,R,R,R
20100271,202010,8.0864,1.0085,2,2,2,131000,1900,3,2,1,1,9,R,R,R,R,R,R,R,R
20100272,202010,8.0864,1.0085,2,2,2,112000,1700,3,2,3,1,9,R,I,I,I,R,R,R,R
20100273,202010,8.0864,1.0085,2,2,2,160000,1800,3,2,3,1,9,R,R,R,R,R,R,R,R
20100274,202010,8.0864,1.0085,2,2,2,108000,1600,3,2,1,1,9,I,I,I,I,I,I,I,I
20100275,202010,8.0864,1.0085,2,2,2,156000,1800,3,1,3,1,9,R,R,R,R,R,R,R,R
20100276,202010,9.9,1.0085,4,2,2,102000,1400,3,2,3,1,9,I,I,I,I,I,I,I,I
20100277,202010,9.9,1.0085,4,2,2,136000,1700,3,2,3,1,9,R,R,R,R,R,R,R,R
20100278,202010,9.9,1.0085,4,2,2,140000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20100279,202010,9.9,1.0085,4,2,2,175000,2400,3,2,3,1,9,R,R,R,R,R,R,R,R
20100280,202010,6.7917,1.0085,1,2,2,112000,1700,3,2,3,1,9,I,I,I,I,I,I,I,I
20100281,202010,6.7917,1.0085,1,2,2,99000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20100282,202010,6.7917,1.0085,1,2,2,96000,2100,3,9,3,1,9,R,R,R,R,R,R,R,R
20100283,202010,6.7917,1.0085,1,2,2,107000,1800,3,2,3,1,9,R,R,R,R,R,R,R,R
20100284,202010,6.7917,1.0085,1,2,2,119000,1900,3,9,3,1,9,R,R,R,R,R,R,R,R
20100285,202010,6.7917,1.0085,1,2,2,115000,2100,3,2,1,1,9,R,R,R,R,R,R,R,R
20100286,202010,6.7917,1.0085,1,2,2,116000,1800,3,2,3,1,9,I,I,I,I,I,I,I,I
20100287,202010,6.7917,1.0085,1,2,2,109000,1700,3,9,3,1,9,R,R,R,R,R,R,R,R
20100288,202010,6.7917,1.0085,1,2,2,143000,1600,3,9,3,1,9,R,R,R,R,R,R,R,R
20100289,202010,33.0179,1.0085,3,2,2,87000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20100290,202010,33.0179,1.0085,3,2,2,58000,1700,3,3,1,1,9,R,R,R,R,R,R,R,R
20100291,202010,8.0864,1.0085,2,2,2,80000,1600,3,1,1,1,9,R,R,R,R,R,R,R,R
20100292,202010,33.0179,1.0085,3,2,2,112000,1700,3,2,3,1,9,I,I,I,I,I,I,I,I
20100293,202010,33.0179,1.0085,3,2,2,117000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20100294,202010,33.0179,1.0085,3,2,2,148000,2500,3,2,3,1,9,R,R,R,R,R,R,I,R
20100295,202010,9.9,1.0085,4,2,2,138000,2400,1,9,1,1,9,I,I,I,I,I,I,I,I
20100296,202010,9.9,1.0085,4,2,2,153000,1500,3,2,3,1,9,R,R,R,R,I,R,R,R
20100297,202010,9.9,1.0085,4,2,2,110000,1500,3,9,1,1,9,R,R,R,R,R,R,R,R
20100298,202010,9.9,1.0085,4,2,2,99000,1300,3,9,3,1,9,I,I,I,I,I,I,I,I
20100299,202010,9.9,1.0085,4,2,2,78000,1400,1,2,1,1,9,R,R,R,R,R,R,R,R
20100300,202010,9.9,1.0085,4,2,2,236000,1400,1,2,1,1,9,R,R,R,R,R,R,R,R
20100301,202010,6.6,1.0085,5,3,2,184000,2400,1,1,3,1,9,R,R,R,R,R,R,R,R
20100302,202010,6.7917,1.0085,1,2,2,104000,1700,3,9,3,1,9,R,R,R,R,R,R,R,R
20100303,202010,6.7917,1.0085,1,2,2,9,1500,3,2,1,1,9,R,9,I,I,I,R,R,R
20100304,202010,33.0179,1.0085,3,2,2,130000,2500,3,2,3,1,9,R,R,R,R,R,R,R,R
20100305,202010,33.0179,1.0085,3,2,2,170000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20100306,202010,33.0179,1.0085,3,2,2,125000,1900,3,2,3,1,9,R,R,R,R,R,R,R,R
20100307,202010,33.0179,1.0085,3,2,2,124000,1200,1,2,1,1,9,R,R,R,R,R,R,R,R
20100308,202010,33.0179,1.0085,3,2,2,58000,1600,3,2,3,1,9,R,R,R,R,R,R,R,R
20100309,202010,33.0179,1.0085,3,2,2,127000,1700,3,2,1,1,9,R,R,R,R,R,R,R,R
20100310,202010,33.0179,1.0085,3,2,2,89000,1600,3,3,3,1,9,R,R,R,R,R,R,R,R
20100311,202010,33.0179,1.0085,3,2,2,93000,1900,3,1,3,1,9,R,R,R,R,I,R,R,R
20100312,202010,33.0179,1.0085,3,2,2,97000,1200,1,2,3,1,9,I,I,I,I,I,I,I,I
20100313,202010,33.0179,1.0085,3,2,2,140000,2100,3,2,3,1,9,R,R,R,R,R,R,R,R
20100314,202010,8.0864,1.0085,2,2,2,123000,2000,3,1,3,1,9,R,R,R,R,R,R,R,R
20100315,202010,8.0864,1.0085,2,2,2,102000,1600,3,1,3,1,9,R,R,R,R,R,R,R,R
20100316,202010,8.0864,1.0085,2,2,2,83000,1500,3,1,3,1,9,R,R,R,R,R,R,R,R
20100317,202010,9.9,1.0085,4,2,1,127000,2100,3,9,9,9,9,I,I,I,I,9,9,9,9
20100318,202010,9.9,1.0085,4,2,1,89000,990,1,9,9,9,9,R,R,R,R,9,9,9,9
20100319,202010,9.9,1.0085,4,2,1,119000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100320,202010,33.0179,1.0085,3,2,1,95000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100321,202010,33.0179,1.0085,3,2,1,90000,1500,1,9,9,9,9,R,R,R,R,9,9,9,9
20100322,202010,33.0179,1.0085,3,2,1,124000,2000,3,9,9,9,9,R,I,R,R,9,9,9,9
20100323,202010,33.0179,1.0085,3,2,1,125000,2000,3,9,9,9,9,R,I,R,R,9,9,9,9
20100324,202010,33.0179,1.0085,3,2,1,87000,1200,3,9,9,9,9,R,I,R,R,9,9,9,9
20100325,202010,33.0179,1.0085,3,2,1,99000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100326,202010,33.0179,1.0085,3,2,1,144000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100327,202010,33.0179,1.0085,3,2,1,151000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100328,202010,33.0179,1.0085,3,2,1,128000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100329,202010,33.0179,1.0085,3,2,1,139000,2500,3,9,9,9,9,I,I,I,I,9,9,9,9
20100330,202010,8.0864,1.0085,2,2,1,184000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100331,202010,8.0864,1.0085,2,2,1,106000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20100332,202010,22.0119,1.0085,5,3,1,174000,2900,3,9,9,9,9,R,R,R,R,9,9,9,9
20100333,202010,33.0179,1.0085,3,2,1,104000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100334,202010,8.0864,1.0085,2,2,1,145000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100335,202010,33.0179,1.0085,3,2,1,170000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20100336,202010,8.0864,1.0085,2,2,1,70000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100337,202010,8.0864,1.0085,2,2,1,99000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100338,202010,33.0179,1.0085,3,2,1,110000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20100339,202010,8.0864,1.0085,2,2,1,90000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20100340,202010,9.9,1.0085,4,2,1,170000,1400,1,9,9,9,9,R,R,I,I,9,9,9,9
20100341,202010,8.0864,1.0085,2,2,1,76000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100342,202010,33.0179,1.0085,3,2,1,170000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100343,202010,6.7917,1.0085,1,2,1,130000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100344,202010,6.7917,1.0085,1,2,1,97000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20100345,202010,8.0864,1.0085,2,2,1,125000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20100346,202010,8.0864,1.0085,2,2,1,102000,1400,3,9,9,9,9,I,I,I,I,9,9,9,9
20100347,202010,8.0864,1.0085,2,2,1,64000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100348,202010,33.0179,1.0085,3,2,1,87000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100349,202010,33.0179,1.0085,3,2,1,94000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20100350,202010,33.0179,1.0085,3,2,1,141000,2100,3,9,9,9,9,R,R,R,R,9,9,9,9
20100351,202010,9.9,1.0085,4,2,1,108000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20100352,202010,33.0179,1.0085,3,2,1,80000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100353,202010,33.0179,1.0085,3,2,1,100000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100354,202010,33.0179,1.0085,3,2,1,104000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20100355,202010,8.0864,1.0085,2,2,1,119000,1900,3,9,9,9,9,R,R,R,R,9,9,9,9
20100356,202010,33.0179,1.0085,3,2,1,100000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100357,202010,8.0864,1.0085,2,2,1,80000,1400,3,9,9,9,9,R,R,R,R,9,9,9,9
20100358,202010,8.0864,1.0085,2,2,1,108000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20100359,202010,6.7917,1.0085,1,2,1,106000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20100360,202010,9.9,1.0085,4,2,1,90000,990,3,9,9,9,9,R,I,I,I,9,9,9,9
20100361,202010,9.9,1.0085,4,2,1,107000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20100362,202010,9.9,1.0085,4,2,1,83000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100363,202010,6.7917,1.0085,1,2,1,108000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20100364,202010,8.0864,1.0085,2,2,1,73000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100365,202010,8.0864,1.0085,2,2,1,89000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100366,202010,8.0864,1.0085,2,2,1,90000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100367,202010,8.0864,1.0085,2,2,1,106000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20100368,202010,8.0864,1.0085,2,2,1,80000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100369,202010,33.0179,1.0085,3,2,1,80000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100370,202010,6.7917,1.0085,1,2,1,112000,1700,3,9,9,9,9,I,I,I,I,9,9,9,9
20100371,202010,8.0864,1.0085,2,2,1,92000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20100372,202010,8.0864,1.0085,2,2,1,90000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100373,202010,8.0864,1.0085,2,2,1,108000,1600,3,9,9,9,9,I,I,I,I,9,9,9,9
20100374,202010,33.0179,1.0085,3,2,1,170000,2500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100375,202010,33.0179,1.0085,3,2,1,123000,2000,3,9,9,9,9,R,I,R,R,9,9,9,9
20100376,202010,9.9,1.0085,4,2,1,161000,1400,1,9,9,9,9,R,R,R,R,9,9,9,9
20100377,202010,9.9,1.0085,4,2,1,95000,990,3,9,9,9,9,R,R,R,R,9,9,9,9
20100378,202010,9.9,1.0085,4,2,1,97000,1200,1,9,9,9,9,R,I,I,I,9,9,9,9
20100379,202010,6.7917,1.0085,1,2,1,65000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20100380,202010,6.7917,1.0085,2,2,1,184000,1200,1,9,9,9,9,R,R,R,R,9,9,9,9
20100381,202010,6.7917,1.0085,1,2,1,90000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100382,202010,9.9,1.0085,4,2,1,104000,1500,3,9,9,9,9,I,I,I,I,9,9,9,9
20100383,202010,8.0864,1.0085,2,2,1,134000,2400,3,9,9,9,9,I,I,I,I,9,9,9,9
20100384,202010,33.0179,1.0085,3,2,1,123000,2000,3,9,9,9,9,I,I,I,I,9,9,9,9
20100385,202010,6.7917,1.0085,1,2,1,233000,1800,1,9,9,9,9,R,R,R,R,9,9,9,9
20100386,202010,8.0864,1.0085,2,2,1,135000,1100,1,9,9,9,9,R,R,R,R,9,9,9,9
20100387,202010,6.7917,1.0085,1,2,1,78000,1300,3,9,9,9,9,R,R,R,R,9,9,9,9
20100388,202010,8.0864,1.0085,2,2,1,184000,1500,3,9,9,9,9,R,R,I,I,9,9,9,9
20100389,202010,33.0179,1.0085,3,2,1,140000,2200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100390,202010,33.0179,1.0085,3,2,1,130000,2200,3,9,9,9,9,R,I,R,R,9,9,9,9
20100391,202010,33.0179,1.0085,3,2,1,84000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100392,202010,33.0179,1.0085,3,2,1,96000,1200,3,9,9,9,9,I,I,I,I,9,9,9,9
20100393,202010,33.0179,1.0085,3,2,1,104000,1500,3,9,9,9,9,R,I,R,R,9,9,9,9
20100394,202010,33.0179,1.0085,3,2,1,77000,1600,3,9,9,9,9,R,R,R,R,9,9,9,9
20100395,202010,8.0864,1.0085,2,2,1,120000,1800,3,9,9,9,9,R,R,R,R,9,9,9,9
20100396,202010,33.0179,1.0085,3,2,1,58000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100397,202010,33.0179,1.0085,3,2,1,128000,2100,3,9,9,9,9,R,I,R,R,9,9,9,9
20100398,202010,8.0864,1.0085,2,2,1,120000,2000,3,9,9,9,9,R,R,R,R,9,9,9,9
20100399,202010,33.0179,1.0085,3,2,1,83000,1700,3,9,9,9,9,R,R,R,R,9,9,9,9
20100400,202010,33.0179,1.0085,3,2,1,95000,1200,3,9,9,9,9,R,R,R,R,9,9,9,9
20100401,202010,8.0864,1.0085,2,2,1,92000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100402,202010,8.0864,1.0085,2,2,1,100000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100403,202010,8.0864,1.0085,2,2,1,102000,1500,3,9,9,9,9,R,R,R,R,9,9,9,9
20100404,202010,8.0864,1.0085,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20100405,202010,6.7917,1.0085,5,2,3,9,9,9,9,9,9,9,R,9,9,9,9,9,9,9
20110001,202011,58.3643,1.1454,3,1,2,55000,900,1,2,1,3,9,R,I,I,I,I,R,I,I
20110002,202011,58.3643,1.1454,3,1,2,41500,960,1,2,3,3,9,R,R,R,R,R,R,R,R
20110003,202011,58.3643,1.1454,3,1,2,70000,1300,3,2,3,3,9,R,I,R,R,I,R,R,R
20110004,202011,15.4842,1.1454,4,1,2,58000,840,1,2,1,3,1,R,R,R,R,R,R,R,R
20110005,202011,15.4842,1.1454,4,1,2,62000,1100,3,9,1,3,1,I,I,I,I,I,I,I,I
20110006,202011,15.4842,1.1454,4,1,2,59000,1100,3,2,1,2,1,R,R,R,R,R,R,R,R
20110007,202011,58.3643,1.1454,3,1,2,69000,1300,3,2,3,3,9,I,I,I,I,I,I,I,I
20110008,202011,58.3643,1.1454,3,1,2,51000,700,1,1,3,2,9,I,I,I,I,I,I,I,I
20110009,202011,58.3643,1.1454,3,1,2,67000,1200,3,2,3,3,9,I,I,I,I,I,I,I,I
20110010,202011,15.1091,1.1454,2,1,2,33200,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20110011,202011,15.1091,1.1454,2,1,2,67000,1200,3,2,1,2,1,R,I,R,R,I,R,R,R
20110012,202011,15.1091,1.1454,2,1,2,64000,1100,3,2,1,3,1,I,I,I,I,I,I,I,I
20110013,202011,15.1091,1.1454,2,1,2,57000,1300,1,2,1,3,1,R,R,R,R,R,R,R,R
20110014,202011,15.1091,1.1454,2,1,2,9,1200,3,2,1,3,1,R,9,I,I,I,I,I,I
20110015,202011,15.1091,1.1454,2,1,2,56000,960,1,2,1,3,1,R,R,R,R,R,R,R,R
20110016,202011,15.1091,1.1454,2,1,2,69000,1300,3,2,3,2,1,R,R,R,R,R,R,R,R
20110017,202011,15.1091,1.1454,2,1,2,55000,1200,3,2,1,3,1,R,R,R,R,R,R,R,R
20110018,202011,58.3643,1.1454,3,1,2,72000,1200,3,2,3,3,9,R,R,R,R,R,R,R,R
20110019,202011,15.1091,1.1454,2,1,2,58000,960,3,1,1,3,1,I,I,I,I,I,I,I,I
20110020,202011,15.1091,1.1454,2,1,2,48800,1100,3,2,1,3,1,R,R,R,R,R,R,R,R
20110021,202011,15.4842,1.1454,2,1,2,69000,1300,3,2,1,3,1,R,I,I,I,I,R,I,I
